"Row","Time Diff","*Lambda","*N","Date","User ID","*DorkType"
2180,388758,129586,3,"2001-11-11",764657,"D"
2181,521239,104247.8,5,"2002-02-26",764741,"D"
2182,100272,50136,2,"2000-07-05",764870,"D"
2183,559940,111988,5,"2002-03-24",765133,"D"
2184,604769,201589.666666667,3,"2002-04-22",765270,"E"
2185,31265,10421.6666666667,3,"1999-05-06",765285,"D"
2186,783779,391889.5,2,"2002-07-25",765300,"E"
2187,22286906,111434.53,200,"2005-11-28",765439,"D"
2188,8497635,42276.7910447761,201,"2004-12-11",765488,"E"
2189,252197,84065.6666666667,3,"2001-06-06",765686,"C"
2190,51853,25926.5,2,"1999-11-07",765694,"D"
2191,431847,107961.75,4,"2001-12-20",765767,"D"
2192,739306,246435.333333333,3,"2002-07-04",765775,"E"
2193,21607,10803.5,2,"1998-12-22",765845,"D"
2194,304617,60923.4,5,"2001-08-14",765858,"D"
2195,675398,112566.333333333,6,"2002-06-01",765929,"D"
2196,339128,84782,4,"2001-09-22",765942,"D"
2197,593846,296923,2,"2002-04-15",766009,"D"
2198,277973,69493.25,4,"2001-07-12",766081,"D"
2199,356,178,2,"1994-11-16",766119,"C"
2200,47587,23793.5,2,"1999-10-07",766122,"C"
2201,521888,260944,2,"2002-02-27",766195,"D"
2202,662610,220870,3,"2002-05-25",766247,"D"
2203,256879,128439.5,2,"2001-06-13",766347,"C"
2204,2,1,2,"1990-02-05",766351,"B"
2205,971062,4855.31,200,"2002-10-11",766509,"D"
2206,433074,216537,2,"2001-12-21",766612,"D"
2207,151055,50351.6666666667,3,"2000-12-01",766652,"D"
2208,364178,36417.8,10,"2001-10-18",766688,"D"
2209,418730,139576.666666667,3,"2001-12-08",766739,"D"
2210,672699,26907.96,25,"2002-05-30",766929,"E"
2211,1625447,8046.76732673267,202,"2003-04-17",767022,"D"
2212,424765,212382.5,2,"2001-12-14",767186,"D"
2213,345430,34543,10,"2001-09-29",767225,"D"
2214,326253,81563.25,4,"2001-09-08",767294,"E"
2215,9748673,48743.365,200,"2005-01-30",767395,"D"
2216,284331,142165.5,2,"2001-07-20",767396,"E"
2217,530957,265478.5,2,"2002-03-05",767418,"D"
2218,654033,218011,3,"2002-05-20",767438,"D"
2219,611006,101834.333333333,6,"2002-04-25",767630,"E"
2220,396347,66057.8333333333,6,"2001-11-18",767715,"D"
2221,90500,30166.6666666667,3,"2000-05-28",767749,"D"
2222,275819,91939.6666666667,3,"2001-07-09",767812,"D"
2223,116658,58329,2,"2000-08-29",767926,"D"
2224,138684,23114,6,"2000-10-31",767994,"D"
2225,1022586,5087.49253731343,201,"2002-10-30",768058,"D"
2226,9461040,47305.2,200,"2005-01-19",768129,"E"
2227,2246226,11231.13,200,"2003-08-14",768197,"D"
2228,601289,120257.8,5,"2002-04-19",768242,"D"
2229,683555,97650.7142857143,7,"2002-06-05",768354,"D"
2230,339875,67975,5,"2001-09-23",768392,"E"
2231,6278,3139,2,"1997-09-27",768579,"C"
2232,350712,116904,3,"2001-10-05",768617,"D"
2233,464722,22129.619047619,21,"2002-01-15",768632,"C"
2234,484419,96883.8,5,"2002-01-31",768761,"C"
2235,4033028,2016514,2,"2004-03-14",768796,"E"
2236,260926,130463,2,"2001-06-19",768814,"D"
2237,2336343,11566.0544554455,202,"2003-08-28",768826,"D"
2238,104746,52373,2,"2000-07-21",768841,"D"
2239,421072,140357.333333333,3,"2001-12-10",768856,"E"
2240,291206,72801.5,4,"2001-07-29",768874,"C"
2241,4204018,20915.5124378109,201,"2004-03-29",768897,"D"
2242,13158442,2193073.66666667,6,"2005-05-20",769004,"D"
2243,3357,1678.5,2,"1997-02-11",769123,"D"
2244,15110580,75552.9,200,"2005-07-09",769221,"E"
2245,668681,83585.125,8,"2002-05-28",769241,"D"
2246,156809,52269.6666666667,3,"2000-12-15",769291,"D"
2247,3555843,17690.7611940299,201,"2004-01-28",769293,"E"
2248,5910468,29552.34,200,"2004-08-01",769496,"E"
2249,82275,41137.5,2,"2000-04-24",769545,"D"
2250,418280,139426.666666667,3,"2001-12-08",769658,"D"
2251,9296,4648,2,"1998-02-18",769763,"C"
2252,37942282,189711.41,200,"2006-06-10",769855,"E"
2253,285534,95178,3,"2001-07-22",769920,"D"
2254,8871019,44355.095,200,"2004-12-27",769964,"D"
2255,48531626,242658.13,200,"2006-09-08",770065,"D"
2256,770764,192691,4,"2002-07-19",770369,"D"
2257,175714,58571.3333333333,3,"2001-01-25",770391,"C"
2258,279410,139705,2,"2001-07-14",770441,"E"
2259,547764,273882,2,"2002-03-16",770545,"E"
2260,15007,7503.5,2,"1998-08-11",770606,"C"
2261,4346329,18979.6026200873,229,"2004-04-10",770614,"D"
2262,488128,162709.333333333,3,"2002-02-02",770759,"D"
2263,344406,172203,2,"2001-09-28",771203,"C"
2264,249713,124856.5,2,"2001-06-03",771285,"D"
2265,12543662,72928.2674418605,172,"2005-05-02",771521,"D"
2266,417025,83405,5,"2001-12-07",771528,"D"
2267,424192,212096,2,"2001-12-13",771559,"D"
2268,353558,117852.666666667,3,"2001-10-08",771645,"D"
2269,385965,96491.25,4,"2001-11-09",771648,"D"
2270,1,0.333333333333333,3,"1989-09-10",771656,"A"
2271,168239,84119.5,2,"2001-01-10",771677,"D"
2272,333570,166785,2,"2001-09-16",771698,"D"
2273,784142,130690.333333333,6,"2002-07-25",771704,"E"
2274,3903,1951.5,2,"1997-04-07",771737,"B"
2275,6625673,33128.365,200,"2004-09-11",771772,"D"
2276,67877,33938.5,2,"2000-02-13",771787,"C"
2277,12530168,58827.0798122066,213,"2005-05-02",772023,"E"
2278,255775,127887.5,2,"2001-06-12",772049,"C"
2279,381378,76275.6,5,"2001-11-04",772123,"E"
2280,10458767,51776.0742574257,202,"2005-02-25",772330,"D"
2281,1900103,9453.2487562189,201,"2003-06-13",772386,"E"
2282,111140,55570,2,"2000-08-11",772390,"D"
2283,208302,69434,3,"2001-03-29",772444,"D"
2284,89714,29904.6666666667,3,"2000-05-25",772502,"C"
2285,608907,76113.375,8,"2002-04-24",772527,"D"
2286,436168,145389.333333333,3,"2001-12-23",772626,"C"
2287,764638,382319,2,"2002-07-16",772787,"E"
2288,278788,69697,4,"2001-07-13",772796,"D"
2289,409278,136426,3,"2001-11-30",772849,"C"
2290,729956,145991.2,5,"2002-06-29",772852,"C"
2291,392513,196256.5,2,"2001-11-15",772884,"C"
2292,1130791,5543.0931372549,204,"2002-12-06",772928,"D"
2293,3982975,19914.875,200,"2004-03-10",772948,"D"
2294,384794,128264.666666667,3,"2001-11-08",772982,"D"
2295,345756,57626,6,"2001-09-30",773003,"C"
2296,4719835,23365.5198019802,202,"2004-05-11",773067,"D"
2297,746455,43909.1176470588,17,"2002-07-07",773094,"C"
2298,422156,140718.666666667,3,"2001-12-11",773150,"E"
2299,645271,64527.1,10,"2002-05-15",773203,"C"
2300,624326,69369.5555555556,9,"2002-05-03",773287,"D"
2301,39610,19805,2,"1999-08-01",773292,"D"
2302,199294,99647,2,"2001-03-12",773294,"C"
2303,382245,127415,3,"2001-11-05",773356,"D"
2304,160177,53392.3333333333,3,"2000-12-23",773392,"E"
2305,591091,118218.2,5,"2002-04-13",773545,"C"
2306,650073,325036.5,2,"2002-05-18",773704,"D"
2307,553883,276941.5,2,"2002-03-21",773710,"C"
2308,376542,188271,2,"2001-10-31",773796,"D"
2309,316835,105611.666666667,3,"2001-08-29",773841,"D"
2310,2389486,11887.9900497512,201,"2003-09-05",773870,"D"
2311,46459794,279878.277108434,166,"2006-08-23",774010,"E"
2312,175237,87618.5,2,"2001-01-24",774071,"D"
2313,348756,116252,3,"2001-10-03",774176,"D"
2314,844146,105518.25,8,"2002-08-21",774239,"D"
2315,507648,253824,2,"2002-02-17",774269,"D"
2316,4314357,21358.202970297,202,"2004-04-08",774280,"D"
2317,384643,48080.375,8,"2001-11-07",774374,"D"
2318,8540006,42700.03,200,"2004-12-13",774493,"D"
2319,232188,116094,2,"2001-05-07",774528,"D"
2320,4656213,23281.065,200,"2004-05-06",774670,"D"
2321,704746,140949.2,5,"2002-06-16",774675,"D"
2322,564554,282277,2,"2002-03-27",774741,"D"
2323,1395746,6978.73,200,"2003-02-21",774771,"D"
2324,733244,146648.8,5,"2002-07-01",774791,"D"
2325,129205,64602.5,2,"2000-10-05",774869,"C"
2326,49043138,333626.789115646,147,"2006-09-12",774893,"D"
2327,134610,44870,3,"2000-10-20",774923,"E"
2328,443855,147951.666666667,3,"2001-12-30",774937,"D"
2329,2678838,13327.552238806,201,"2003-10-17",774980,"C"
2330,52993,26496.5,2,"1999-11-15",775142,"C"
2331,2885155,14354.0049751244,201,"2003-11-13",775215,"E"
2332,418042,209021,2,"2001-12-08",775223,"E"
2333,633513,158378.25,4,"2002-05-09",775238,"E"
2334,368769,73753.8,5,"2001-10-23",775317,"D"
2335,131249,65624.5,2,"2000-10-11",775328,"D"
2336,314046,157023,2,"2001-08-25",775336,"C"
2337,702706,54054.3076923077,13,"2002-06-15",775358,"D"
2338,826028,275342.666666667,3,"2002-08-13",775415,"E"
2339,2693,1346.5,2,"1996-11-23",775449,"D"
2340,18398888,91536.7562189055,201,"2005-09-19",775489,"E"
2341,172498,86249,2,"2001-01-19",775622,"D"
2342,516673,172224.333333333,3,"2002-02-23",775679,"D"
2343,637350,159337.5,4,"2002-05-11",775739,"C"
2344,123621,41207,3,"2000-09-19",775754,"D"
2345,637409,318704.5,2,"2002-05-11",775860,"C"
2346,2077193,10385.965,200,"2003-07-16",775861,"D"
2347,15006,7503,2,"1998-08-11",775897,"D"
2348,158730,79365,2,"2000-12-19",776018,"D"
2349,23285,11642.5,2,"1999-01-19",776038,"C"
2350,607284,202428,3,"2002-04-23",776250,"D"
2351,610706,203568.666666667,3,"2002-04-25",776260,"D"
2352,89961,44980.5,2,"2000-05-26",776285,"D"
2353,9902,4951,2,"1998-03-13",776429,"C"
2354,4627056,23135.28,200,"2004-05-03",776434,"E"
2355,744296,124049.333333333,6,"2002-07-06",776440,"D"
2356,469317,117329.25,4,"2002-01-19",776449,"D"
2357,17302742,86083.2935323383,201,"2005-08-28",776585,"E"
2358,119035,59517.5,2,"2000-09-05",776623,"D"
2359,2449069,12245.345,200,"2003-09-14",776747,"D"
2360,476727,238363.5,2,"2002-01-25",776810,"D"
2361,484928,242464,2,"2002-01-31",776938,"D"
2362,615267,307633.5,2,"2002-04-28",777046,"D"
2363,11437935,57189.675,200,"2005-03-30",777068,"E"
2364,401954,100488.5,4,"2001-11-23",777070,"D"
2365,819581,4077.51741293532,201,"2002-08-11",777088,"D"
2366,449005,149668.333333333,3,"2002-01-03",777115,"D"
2367,629618,157404.5,4,"2002-05-06",777121,"D"
2368,620671,124134.2,5,"2002-05-01",777258,"D"
2369,1838827,9194.135,200,"2003-06-01",777390,"E"
2370,273648,91216,3,"2001-07-06",777433,"D"
2371,599374,54488.5454545455,11,"2002-04-18",777506,"C"
2372,3976864,19884.32,200,"2004-03-09",777534,"D"
2373,753477,251159,3,"2002-07-11",777619,"D"
2374,657396,219132,3,"2002-05-22",777626,"D"
2375,1,0.5,2,"1989-09-10",777702,"A"
2376,3161031,15805.155,200,"2003-12-16",777746,"D"
2377,683685,136737,5,"2002-06-05",777853,"E"
2378,616261,18125.3235294118,34,"2002-04-28",777859,"D"
2379,2913043,14565.215,200,"2003-11-16",777956,"D"
2380,2688073,13440.365,200,"2003-10-18",777978,"D"
2381,777422,155484.4,5,"2002-07-22",778046,"D"
2382,762657,84739.6666666667,9,"2002-07-15",778057,"E"
2383,48512749,414638.88034188,117,"2006-09-08",778070,"D"
2384,2344708,11607.4653465347,202,"2003-08-29",778086,"D"
2385,469144,156381.333333333,3,"2002-01-19",778112,"D"
2386,489847,244923.5,2,"2002-02-04",778124,"D"
2387,543737,108747.4,5,"2002-03-14",778150,"E"
2388,363405,181702.5,2,"2001-10-18",778164,"D"
2389,168962,84481,2,"2001-01-11",778218,"D"
2390,6039031,30195.155,200,"2004-08-09",778292,"E"
2391,24724,8241.33333333333,3,"1999-02-10",778332,"C"
2392,619649,56331.7272727273,11,"2002-04-30",778337,"E"
2393,483963,120990.75,4,"2002-01-30",778375,"E"
2394,282895,141447.5,2,"2001-07-18",778389,"D"
2395,636631,159157.75,4,"2002-05-10",778446,"D"
2396,44048,22024,2,"1999-09-08",778554,"C"
2397,265674,132837,2,"2001-06-25",778661,"C"
2398,278421,139210.5,2,"2001-07-12",778974,"E"
2399,413806,68967.6666666667,6,"2001-12-04",779095,"D"
2400,448468,149489.333333333,3,"2002-01-02",779113,"D"
2401,707631,176907.75,4,"2002-06-18",779124,"E"
2402,805261,80526.1,10,"2002-08-04",779141,"D"
2403,670300,223433.333333333,3,"2002-05-29",779154,"D"
2404,29124878,145624.39,200,"2006-03-06",779255,"D"
2405,5892295,29461.475,200,"2004-07-31",779283,"D"
2406,477606,159202,3,"2002-01-25",779319,"E"
2407,188645,94322.5,2,"2001-02-20",779368,"C"
2408,596790,74598.75,8,"2002-04-17",779375,"E"
2409,5283581,26417.905,200,"2004-06-21",779440,"D"
2410,605735,302867.5,2,"2002-04-22",779445,"D"
2411,652412,130482.4,5,"2002-05-19",779476,"E"
2412,418944,209472,2,"2001-12-09",779477,"D"
2413,238673,119336.5,2,"2001-05-17",779551,"D"
2414,816072,204018,4,"2002-08-09",779576,"C"
2415,2426389,11836.043902439,205,"2003-09-11",779578,"D"
2416,254117,127058.5,2,"2001-06-09",779694,"D"
2417,258106,51621.2,5,"2001-06-15",779715,"D"
2418,648755,129751,5,"2002-05-17",779746,"D"
2419,771838,59372.1538461538,13,"2002-07-20",779783,"D"
2420,39313,19656.5,2,"1999-07-29",779824,"D"
2421,596037,119207.4,5,"2002-04-16",779853,"D"
2422,436283,39662.0909090909,11,"2001-12-23",780006,"D"
2423,519228,259614,2,"2002-02-25",780020,"E"
2424,340926,113642,3,"2001-09-24",780026,"D"
2425,94879,31626.3333333333,3,"2000-06-15",780032,"D"
2426,611311,203770.333333333,3,"2002-04-26",780050,"E"
2427,356378,71275.6,5,"2001-10-11",780075,"D"
2428,97704,48852,2,"2000-06-25",780100,"C"
2429,1109467,5519.73631840796,201,"2002-11-29",780198,"C"
2430,70058,35029,2,"2000-02-25",780240,"C"
2431,7516638,37396.2089552239,201,"2004-10-27",780256,"D"
2432,398957,66492.8333333333,6,"2001-11-21",780286,"D"
2433,79275,39637.5,2,"2000-04-10",780290,"D"
2434,1989103,9896.03482587065,201,"2003-06-30",780308,"D"
2435,614488,204829.333333333,3,"2002-04-27",780419,"D"
2436,124,62,2,"1993-10-29",780468,"B"
2437,2619765,13098.825,200,"2003-10-09",780541,"D"
2438,3114326,15417.4554455446,202,"2003-12-11",780561,"D"
2439,135871,45290.3333333333,3,"2000-10-24",780591,"E"
2440,4660882,23073.6732673267,202,"2004-05-06",780623,"E"
2441,3612658,18063.29,200,"2004-02-03",780635,"E"
2442,234474,117237,2,"2001-05-11",780641,"D"
2443,617545,61754.5,10,"2002-04-29",780830,"D"
2444,431158,71859.6666666667,6,"2001-12-19",780854,"D"
2445,255172,85057.3333333333,3,"2001-06-11",780886,"D"
2446,5817991,29089.955,200,"2004-07-26",781093,"E"
2447,5731719,27424.4928229665,209,"2004-07-20",781121,"D"
2448,703904,140780.8,5,"2002-06-16",781163,"D"
2449,342848,85712,4,"2001-09-26",781194,"D"
2450,1379,689.5,2,"1996-03-23",781218,"B"
2451,616461,77057.625,8,"2002-04-29",781262,"D"
2452,4490170,22450.85,200,"2004-04-22",781460,"E"
2453,101176,50588,2,"2000-07-08",781505,"D"
2454,689451,229817,3,"2002-06-08",781512,"D"
2455,775805,77580.5,10,"2002-07-22",781562,"D"
2456,4683688,22959.2549019608,204,"2004-05-08",781730,"D"
2457,232057,77352.3333333333,3,"2001-05-07",782010,"C"
2458,115675,57837.5,2,"2000-08-26",782325,"D"
2459,2296520,11148.1553398058,206,"2003-08-22",782329,"D"
2460,483759,96751.8,5,"2002-01-30",782357,"D"
2461,2330743,11653.715,200,"2003-08-27",782363,"D"
2462,381402,127134,3,"2001-11-04",782502,"D"
2463,151767,37941.75,4,"2000-12-03",782566,"D"
2464,8337049,41685.245,200,"2004-12-04",782575,"D"
2465,460920,230460,2,"2002-01-12",782612,"D"
2466,3972312,19861.56,200,"2004-03-09",782622,"D"
2467,502269,125567.25,4,"2002-02-13",782695,"D"
2468,560530,186843.333333333,3,"2002-03-25",782721,"D"
2469,178118,89059,2,"2001-01-30",782785,"D"
2470,2761856,13809.28,200,"2003-10-28",782948,"E"
2471,345853,172926.5,2,"2001-09-30",783185,"D"
2472,406401,81280.2,5,"2001-11-28",783269,"D"
2473,349208,116402.666666667,3,"2001-10-03",783296,"D"
2474,118161,59080.5,2,"2000-09-03",783420,"C"
2475,495898,123974.5,4,"2002-02-08",783497,"C"
2476,3458248,17205.2139303483,201,"2004-01-18",783665,"D"
2477,546430,136607.5,4,"2002-03-16",783705,"C"
2478,2108702,9946.7075471698,212,"2003-07-21",783771,"D"
2479,693766,173441.5,4,"2002-06-11",783775,"E"
2480,90203,22550.75,4,"2000-05-27",783837,"D"
2481,123145,41048.3333333333,3,"2000-09-18",783861,"C"
2482,1424420,6782.95238095238,210,"2003-02-28",783937,"D"
2483,231763,115881.5,2,"2001-05-07",783957,"D"
2484,438056,219028,2,"2001-12-25",784051,"D"
2485,121305,60652.5,2,"2000-09-12",784186,"D"
2486,64212,32106,2,"2000-01-24",784277,"C"
2487,6589610,30649.3488372093,215,"2004-09-09",784300,"D"
2488,262333,87444.3333333333,3,"2001-06-21",784351,"C"
2489,518838,259419,2,"2002-02-25",784496,"D"
2490,377598,188799,2,"2001-11-01",784519,"D"
2491,238489,119244.5,2,"2001-05-17",784551,"D"
2492,506171,84361.8333333333,6,"2002-02-16",784609,"D"
2493,388363,194181.5,2,"2001-11-11",784849,"C"
2494,732113,366056.5,2,"2002-06-30",784871,"D"
2495,605312,302656,2,"2002-04-22",784885,"D"
2496,9205085,46025.425,200,"2005-01-09",784894,"D"
2497,46682,23341,2,"1999-09-30",784912,"C"
2498,671677,335838.5,2,"2002-05-30",784974,"E"
2499,625533,208511,3,"2002-05-04",784984,"D"
2500,742555,123759.166666667,6,"2002-07-06",784998,"D"
2501,46594,23297,2,"1999-09-29",785093,"D"
2502,339910,169955,2,"2001-09-23",785108,"D"
2503,775499,193874.75,4,"2002-07-21",785137,"D"
2504,246375,123187.5,2,"2001-05-29",785164,"D"
2505,183784,91892,2,"2001-02-11",785216,"D"
2506,684165,114027.5,6,"2002-06-06",785264,"D"
2507,307053,153526.5,2,"2001-08-17",785270,"E"
2508,13954972,481205.931034483,29,"2005-06-10",785288,"D"
2509,55,27.5,2,"1993-01-09",785305,"B"
2510,2834002,14170.01,200,"2003-11-06",785314,"E"
2511,336186,112062,3,"2001-09-19",785379,"C"
2512,168572,84286,2,"2001-01-10",785380,"D"
2513,544873,272436.5,2,"2002-03-15",785595,"D"
2514,353771,117923.666666667,3,"2001-10-08",785637,"C"
2515,600022,300011,2,"2002-04-19",785675,"E"
2516,4067455,58106.5,70,"2004-03-17",785708,"D"
2517,40265,20132.5,2,"1999-08-07",785721,"D"
2518,345690,172845,2,"2001-09-29",785761,"D"
2519,90461,45230.5,2,"2000-05-28",785785,"D"
2520,110725,55362.5,2,"2000-08-10",785824,"E"
2521,442617,221308.5,2,"2001-12-29",785988,"D"
2522,483369,161123,3,"2002-01-30",786017,"D"
2523,518019,259009.5,2,"2002-02-24",786137,"D"
2524,8242583,41212.915,200,"2004-11-30",786323,"E"
2525,744346,62028.8333333333,12,"2002-07-06",786342,"D"
2526,231909,115954.5,2,"2001-05-07",786350,"D"
2527,503461,251730.5,2,"2002-02-14",786355,"D"
2528,9163309,43020.2300469484,213,"2005-01-08",786395,"E"
2529,606147,202049,3,"2002-04-22",786471,"D"
2530,549650,54965,10,"2002-03-18",786491,"C"
2531,433612,86722.4,5,"2001-12-21",786561,"D"
2532,91236,30412,3,"2000-05-31",786611,"D"
2533,6756454,32798.3203883495,206,"2004-09-18",786648,"D"
2534,681336,340668,2,"2002-06-04",786681,"D"
2535,823447,102930.875,8,"2002-08-12",786750,"D"
2536,483297,43936.0909090909,11,"2002-01-30",786764,"D"
2537,449726,74954.3333333333,6,"2002-01-03",786906,"E"
2538,121404,60702,2,"2000-09-13",786937,"D"
2539,10090863,50203.2985074627,201,"2005-02-12",786947,"D"
2540,184293,92146.5,2,"2001-02-12",787047,"C"
2541,632133,126426.6,5,"2002-05-08",787102,"D"
2542,30659061,153295.305,200,"2006-03-25",787199,"E"
2543,5480986,27404.93,200,"2004-07-04",787200,"D"
2544,6202015,31010.075,200,"2004-08-18",787404,"D"
2545,541214,180404.666666667,3,"2002-03-12",787538,"D"
2546,368742,184371,2,"2001-10-23",787546,"D"
2547,27495,9165,3,"1999-03-20",787880,"C"
2548,48284308,574813.19047619,84,"2006-09-06",787919,"D"
2549,5890000,29450,200,"2004-07-30",788017,"D"
2550,219524,36587.3333333333,6,"2001-04-17",788018,"D"
2551,483364,80560.6666666667,6,"2002-01-30",788058,"C"
2552,13049734,65248.67,200,"2005-05-17",788117,"D"
2553,230808,115404,2,"2001-05-05",788158,"D"
2554,15479,5159.66666666667,3,"1998-08-23",788245,"C"
2555,645450,53787.5,12,"2002-05-15",788247,"C"
2556,435416,217708,2,"2001-12-23",788352,"D"
2557,403122,80624.4,5,"2001-11-25",788413,"E"
2558,145945,72972.5,2,"2000-11-19",788508,"C"
2559,453635,64805,7,"2002-01-07",788524,"C"
2560,821583,51348.9375,16,"2002-08-11",788563,"D"
2561,11025534,55127.67,200,"2005-03-16",788570,"E"
2562,749818,37490.9,20,"2002-07-09",788629,"D"
2563,181025,90512.5,2,"2001-02-05",788630,"D"
2564,401951,133983.666666667,3,"2001-11-23",788670,"D"
2565,6589264,32946.32,200,"2004-09-09",788673,"E"
2566,755043,94380.375,8,"2002-07-12",788833,"C"
2567,11092309,55461.545,200,"2005-03-18",788841,"E"
2568,373928,186964,2,"2001-10-28",788848,"E"
2569,4025,2012.5,2,"1997-04-18",788944,"C"
2570,816242,37101.9090909091,22,"2002-08-09",789158,"D"
2571,294238,73559.5,4,"2001-08-02",789254,"D"
2572,410477,102619.25,4,"2001-12-01",789401,"C"
2573,374649,187324.5,2,"2001-10-29",789580,"D"
2574,48190460,1204761.5,40,"2006-09-06",789777,"E"
2575,814567,203641.75,4,"2002-08-08",789791,"D"
2576,261528,130764,2,"2001-06-20",789804,"D"
2577,518355,129588.75,4,"2002-02-24",789913,"D"
2578,328627,46946.7142857143,7,"2001-09-11",789925,"C"
2579,546071,182023.666666667,3,"2002-03-15",789943,"D"
2580,200923,100461.5,2,"2001-03-15",790000,"D"
2581,374316,23394.75,16,"2001-10-28",790011,"C"
2582,2614788,13008.8955223881,201,"2003-10-08",790038,"D"
2583,82342,41171,2,"2000-04-24",790068,"C"
2584,766865,30674.6,25,"2002-07-17",790201,"D"
2585,90746,45373,2,"2000-05-29",790205,"D"
2586,365678,121892.666666667,3,"2001-10-20",790249,"C"
2587,471956,117989,4,"2002-01-21",790260,"C"
2588,1618745,8093.725,200,"2003-04-16",790383,"E"
2589,102019,51009.5,2,"2000-07-11",790422,"D"
2590,400574,200287,2,"2001-11-22",790513,"D"
2591,95296,47648,2,"2000-06-16",790613,"D"
2592,762599,3498.16055045872,218,"2002-07-15",790680,"D"
2593,459899,30659.9333333333,15,"2002-01-12",790728,"D"
2594,3178,1589,2,"1997-01-22",790805,"B"
2595,472116,94423.2,5,"2002-01-21",791003,"D"
2596,456264,228132,2,"2002-01-09",791125,"D"
2597,486899,60862.375,8,"2002-02-01",791197,"D"
2598,1905713,9434.22277227723,202,"2003-06-15",791252,"D"
2599,47772644,438281.137614679,109,"2006-09-02",791529,"E"
2600,670182,134036.4,5,"2002-05-29",791586,"D"
2601,179865,89932.5,2,"2001-02-03",791593,"D"
2602,100639,25159.75,4,"2000-07-06",791610,"D"
2603,2389525,11888.184079602,201,"2003-09-05",791640,"E"
2604,7593111,37776.671641791,201,"2004-10-31",791785,"D"
2605,425089,53136.125,8,"2001-12-14",791838,"E"
2606,3204425,15942.4129353234,201,"2003-12-21",792027,"D"
2607,3142741,15635.5273631841,201,"2003-12-14",792038,"D"
2608,409702,204851,2,"2001-11-30",792121,"D"
2609,13118701,63683.0145631068,206,"2005-05-19",792135,"D"
2610,24127,12063.5,2,"1999-02-01",792329,"C"
2611,221290,110645,2,"2001-04-20",792346,"D"
2612,139707,69853.5,2,"2000-11-03",792399,"D"
2613,722265,103180.714285714,7,"2002-06-25",792443,"E"
2614,669944,133988.8,5,"2002-05-29",792563,"D"
2615,14279,4759.66666666667,3,"1998-07-24",792596,"C"
2616,413141,206570.5,2,"2001-12-04",792609,"D"
2617,466561,77760.1666666667,6,"2002-01-17",792646,"E"
2618,426807,71134.5,6,"2001-12-15",792676,"C"
2619,239741,79913.6666666667,3,"2001-05-19",792724,"D"
2620,78976,39488,2,"2000-04-09",792736,"C"
2621,616084,205361.333333333,3,"2002-04-28",792860,"D"
2622,508026,127006.5,4,"2002-02-17",792907,"D"
2623,18778,9389,2,"1998-11-01",793118,"D"
2624,656973,34577.5263157895,19,"2002-05-22",793202,"C"
2625,369854,73970.8,5,"2001-10-24",793238,"E"
2626,120446,60223,2,"2000-09-10",793241,"D"
2627,801601,114514.428571429,7,"2002-08-02",793275,"D"
2628,193922,96961,2,"2001-03-02",793351,"D"
2629,9961695,49808.475,200,"2005-02-07",793379,"E"
2630,2911636,14485.7512437811,201,"2003-11-16",793754,"D"
2631,669164,167291,4,"2002-05-29",793772,"E"
2632,215830,71943.3333333333,3,"2001-04-11",794124,"D"
2633,440154,220077,2,"2001-12-27",794136,"E"
2634,237,118.5,2,"1994-06-21",794141,"B"
2635,503290,251645,2,"2002-02-14",794178,"D"
2636,365168,182584,2,"2001-10-19",794233,"E"
2637,769793,384896.5,2,"2002-07-19",794246,"E"
2638,132446,66223,2,"2000-10-14",794332,"C"
2639,347293,86823.25,4,"2001-10-01",794395,"D"
2640,367128,183564,2,"2001-10-21",794436,"D"
2641,554179,184726.333333333,3,"2002-03-21",794552,"D"
2642,771304,192826,4,"2002-07-19",794646,"D"
2643,699527,77725.2222222222,9,"2002-06-14",794653,"E"
2644,675223,61383.9090909091,11,"2002-06-01",794676,"D"
2645,338169,42271.125,8,"2001-09-21",794695,"D"
2646,45893089,229465.445,200,"2006-08-19",794716,"E"
2647,662133,82766.625,8,"2002-05-25",794748,"E"
2648,312719,156359.5,2,"2001-08-24",794760,"D"
2649,615687,51307.25,12,"2002-04-28",794801,"D"
2650,682177,75797.4444444444,9,"2002-06-05",794808,"D"
2651,5689716,28307.0447761194,201,"2004-07-18",794870,"D"
2652,223368,111684,2,"2001-04-23",794885,"C"
2653,54009,18003,3,"1999-11-22",794928,"C"
2654,704980,352490,2,"2002-06-17",795001,"E"
2655,757912,63159.3333333333,12,"2002-07-13",795100,"D"
2656,820452,54696.8,15,"2002-08-11",795131,"D"
2657,8511518,42557.59,200,"2004-12-12",795143,"D"
2658,224236,74745.3333333333,3,"2001-04-24",795145,"C"
2659,547752,273876,2,"2002-03-16",795193,"D"
2660,93647,46823.5,2,"2000-06-10",795228,"C"
2661,505148,168382.666666667,3,"2002-02-15",795259,"D"
2662,2704900,13524.5,200,"2003-10-20",795360,"D"
2663,592526,148131.5,4,"2002-04-14",795448,"E"
2664,786,393,2,"1995-08-31",795451,"C"
2665,549767,137441.75,4,"2002-03-18",795461,"D"
2666,766445,383222.5,2,"2002-07-17",795626,"D"
2667,1899196,9401.9603960396,202,"2003-06-13",795633,"C"
2668,9246,4623,2,"1998-02-16",795643,"C"
2669,253969,63492.25,4,"2001-06-09",795758,"C"
2670,167859,55953,3,"2001-01-09",795801,"D"
